"Nom_Commune","INSEE_Commune","INSEE_Département","Nom_Département","Zone de sismicité"
"TROCY-EN-MULTIEN","77476","77","SEINE-ET-MARNE","1 - Très faible"
"URY","77477","77","SEINE-ET-MARNE","1 - Très faible"
"USSY-SUR-MARNE","77478","77","SEINE-ET-MARNE","1 - Très faible"
"VAIRES-SUR-MARNE","77479","77","SEINE-ET-MARNE","1 - Très faible"
"VALENCE-EN-BRIE","77480","77","SEINE-ET-MARNE","1 - Très faible"
"VANVILLE","77481","77","SEINE-ET-MARNE","1 - Très faible"
"VARENNES-SUR-SEINE","77482","77","SEINE-ET-MARNE","1 - Très faible"
"VARREDDES","77483","77","SEINE-ET-MARNE","1 - Très faible"
"VAUCOURTOIS","77484","77","SEINE-ET-MARNE","1 - Très faible"
"VAUDOY-EN-BRIE","77486","77","SEINE-ET-MARNE","1 - Très faible"
"VAUX-LE-PENIL","77487","77","SEINE-ET-MARNE","1 - Très faible"
"VAUX-SUR-LUNAIN","77489","77","SEINE-ET-MARNE","1 - Très faible"
"VENDREST","77490","77","SEINE-ET-MARNE","1 - Très faible"
"VENEUX-LES-SABLONS","77491","77","SEINE-ET-MARNE","1 - Très faible"
"VERDELOT","77492","77","SEINE-ET-MARNE","1 - Très faible"
"VERNEUIL-L'ETANG","77493","77","SEINE-ET-MARNE","1 - Très faible"
"VERNOU-LA-CELLE-SUR-SEINE","77494","77","SEINE-ET-MARNE","1 - Très faible"
"VERT-SAINT-DENIS","77495","77","SEINE-ET-MARNE","1 - Très faible"
"VIEUX-CHAMPAGNE","77496","77","SEINE-ET-MARNE","1 - Très faible"
"VIGNELY","77498","77","SEINE-ET-MARNE","1 - Très faible"
"VILLEBEON","77500","77","SEINE-ET-MARNE","1 - Très faible"
"VILLECERF","77501","77","SEINE-ET-MARNE","1 - Très faible"
"VILLEMARECHAL","77504","77","SEINE-ET-MARNE","1 - Très faible"
"VILLEMAREUIL","77505","77","SEINE-ET-MARNE","1 - Très faible"
"VILLEMER","77506","77","SEINE-ET-MARNE","1 - Très faible"
"VILLENAUXE-LA-PETITE","77507","77","SEINE-ET-MARNE","1 - Très faible"
"VILLENEUVE-LE-COMTE","77508","77","SEINE-ET-MARNE","1 - Très faible"
"VILLENEUVE-LES-BORDES","77509","77","SEINE-ET-MARNE","1 - Très faible"
"VILLENEUVE-SAINT-DENIS","77510","77","SEINE-ET-MARNE","1 - Très faible"
"VILLENEUVE-SOUS-DAMMARTIN","77511","77","SEINE-ET-MARNE","1 - Très faible"
"VILLENEUVE-SUR-BELLOT","77512","77","SEINE-ET-MARNE","1 - Très faible"
"VILLENOY","77513","77","SEINE-ET-MARNE","1 - Très faible"
"VILLEPARISIS","77514","77","SEINE-ET-MARNE","1 - Très faible"
"VILLEROY","77515","77","SEINE-ET-MARNE","1 - Très faible"
"VILLE-SAINT-JACQUES","77516","77","SEINE-ET-MARNE","1 - Très faible"
"VILLEVAUDE","77517","77","SEINE-ET-MARNE","1 - Très faible"
"VILLIERS-EN-BIERE","77518","77","SEINE-ET-MARNE","1 - Très faible"
"VILLIERS-SAINT-GEORGES","77519","77","SEINE-ET-MARNE","1 - Très faible"
"VILLIERS-SOUS-GREZ","77520","77","SEINE-ET-MARNE","1 - Très faible"
"VILLIERS-SUR-MORIN","77521","77","SEINE-ET-MARNE","1 - Très faible"
"VILLIERS-SUR-SEINE","77522","77","SEINE-ET-MARNE","1 - Très faible"
"VILLUIS","77523","77","SEINE-ET-MARNE","1 - Très faible"
"VIMPELLES","77524","77","SEINE-ET-MARNE","1 - Très faible"
"VINANTES","77525","77","SEINE-ET-MARNE","1 - Très faible"
"VINCY-MANOEUVRE","77526","77","SEINE-ET-MARNE","1 - Très faible"
"VOINSLES","77527","77","SEINE-ET-MARNE","1 - Très faible"
"VOISENON","77528","77","SEINE-ET-MARNE","1 - Très faible"
"VOULANGIS","77529","77","SEINE-ET-MARNE","1 - Très faible"
"VOULTON","77530","77","SEINE-ET-MARNE","1 - Très faible"
"VOULX","77531","77","SEINE-ET-MARNE","1 - Très faible"
"VULAINES-LES-PROVINS","77532","77","SEINE-ET-MARNE","1 - Très faible"
"VULAINES-SUR-SEINE","77533","77","SEINE-ET-MARNE","1 - Très faible"
"YEBLES","77534","77","SEINE-ET-MARNE","1 - Très faible"
"ABLIS","78003","78","YVELINES","1 - Très faible"
"ACHERES","78005","78","YVELINES","1 - Très faible"
"ADAINVILLE","78006","78","YVELINES","1 - Très faible"
"AIGREMONT","78007","78","YVELINES","1 - Très faible"
"ALLAINVILLE","78009","78","YVELINES","1 - Très faible"
"ANDELU","78013","78","YVELINES","1 - Très faible"
"ANDRESY","78015","78","YVELINES","1 - Très faible"
"ARNOUVILLE-LES-MANTES","78020","78","YVELINES","1 - Très faible"
"AUBERGENVILLE","78029","78","YVELINES","1 - Très faible"
"AUFFARGIS","78030","78","YVELINES","1 - Très faible"
"AUFFREVILLE-BRASSEUIL","78031","78","YVELINES","1 - Très faible"
"AULNAY-SUR-MAULDRE","78033","78","YVELINES","1 - Très faible"
"AUTEUIL","78034","78","YVELINES","1 - Très faible"
"AUTOUILLET","78036","78","YVELINES","1 - Très faible"
"BAILLY","78043","78","YVELINES","1 - Très faible"
"BAZAINVILLE","78048","78","YVELINES","1 - Très faible"
"BAZEMONT","78049","78","YVELINES","1 - Très faible"
"BAZOCHES-SUR-GUYONNE","78050","78","YVELINES","1 - Très faible"
"BEHOUST","78053","78","YVELINES","1 - Très faible"
"BENNECOURT","78057","78","YVELINES","1 - Très faible"
"BEYNES","78062","78","YVELINES","1 - Très faible"
"BLARU","78068","78","YVELINES","1 - Très faible"
"BOINVILLE-EN-MANTOIS","78070","78","YVELINES","1 - Très faible"
"BOINVILLE-LE-GAILLARD","78071","78","YVELINES","1 - Très faible"
"BOINVILLIERS","78072","78","YVELINES","1 - Très faible"
"BOIS-D'ARCY","78073","78","YVELINES","1 - Très faible"
"BOISSETS","78076","78","YVELINES","1 - Très faible"
"BOISSY-MAUVOISIN","78082","78","YVELINES","1 - Très faible"
"BOISSY-SANS-AVOIR","78084","78","YVELINES","1 - Très faible"
"BONNELLES","78087","78","YVELINES","1 - Très faible"
"BONNIERES-SUR-SEINE","78089","78","YVELINES","1 - Très faible"
"BOUAFLE","78090","78","YVELINES","1 - Très faible"
"BOUGIVAL","78092","78","YVELINES","1 - Très faible"
"BOURDONNE","78096","78","YVELINES","1 - Très faible"
"BREUIL-BOIS-ROBERT","78104","78","YVELINES","1 - Très faible"
"BREVAL","78107","78","YVELINES","1 - Très faible"
"BRUEIL-EN-VEXIN","78113","78","YVELINES","1 - Très faible"
"BUC","78117","78","YVELINES","1 - Très faible"
"BUCHELAY","78118","78","YVELINES","1 - Très faible"
"BULLION","78120","78","YVELINES","1 - Très faible"
"CARRIERES-SOUS-POISSY","78123","78","YVELINES","1 - Très faible"
"CARRIERES-SUR-SEINE","78124","78","YVELINES","1 - Très faible"
"CERNAY-LA-VILLE","78128","78","YVELINES","1 - Très faible"
"CHAMBOURCY","78133","78","YVELINES","1 - Très faible"
"CHANTELOUP-LES-VIGNES","78138","78","YVELINES","1 - Très faible"
"CHAPET","78140","78","YVELINES","1 - Très faible"
"CHATEAUFORT","78143","78","YVELINES","1 - Très faible"
"CHATOU","78146","78","YVELINES","1 - Très faible"
"CHAUFOUR-LES-BONNIERES","78147","78","YVELINES","1 - Très faible"
"CHAVENAY","78152","78","YVELINES","1 - Très faible"
"CHEVREUSE","78160","78","YVELINES","1 - Très faible"
"CHOISEL","78162","78","YVELINES","1 - Très faible"
"CIVRY-LA-FORET","78163","78","YVELINES","1 - Très faible"
"CLAIREFONTAINE-EN-YVELINES","78164","78","YVELINES","1 - Très faible"
"COIGNIERES","78168","78","YVELINES","1 - Très faible"
"CONDE-SUR-VESGRE","78171","78","YVELINES","1 - Très faible"
"CONFLANS-SAINTE-HONORINE","78172","78","YVELINES","1 - Très faible"
"COURGENT","78185","78","YVELINES","1 - Très faible"
"CRAVENT","78188","78","YVELINES","1 - Très faible"
"CRESPIERES","78189","78","YVELINES","1 - Très faible"
"CROISSY-SUR-SEINE","78190","78","YVELINES","1 - Très faible"
"DAMMARTIN-EN-SERVE","78192","78","YVELINES","1 - Très faible"
"DAMPIERRE-EN-YVELINES","78193","78","YVELINES","1 - Très faible"
"DANNEMARIE","78194","78","YVELINES","1 - Très faible"
"DAVRON","78196","78","YVELINES","1 - Très faible"
"DROCOURT","78202","78","YVELINES","1 - Très faible"
"ECQUEVILLY","78206","78","YVELINES","1 - Très faible"
"ELANCOURT","78208","78","YVELINES","1 - Très faible"
"EMANCE","78209","78","YVELINES","1 - Très faible"
"EPONE","78217","78","YVELINES","1 - Très faible"
"EVECQUEMONT","78227","78","YVELINES","1 - Très faible"
"FAVRIEUX","78231","78","YVELINES","1 - Très faible"
"FEUCHEROLLES","78233","78","YVELINES","1 - Très faible"
"FLACOURT","78234","78","YVELINES","1 - Très faible"
"FLEXANVILLE","78236","78","YVELINES","1 - Très faible"
"FLINS-NEUVE-EGLISE","78237","78","YVELINES","1 - Très faible"
"FLINS-SUR-SEINE","78238","78","YVELINES","1 - Très faible"
"FOLLAINVILLE-DENNEMONT","78239","78","YVELINES","1 - Très faible"
"FONTENAY-LE-FLEURY","78242","78","YVELINES","1 - Très faible"
"FONTENAY-MAUVOISIN","78245","78","YVELINES","1 - Très faible"
"FONTENAY-SAINT-PERE","78246","78","YVELINES","1 - Très faible"
"FOURQUEUX","78251","78","YVELINES","1 - Très faible"
"FRENEUSE","78255","78","YVELINES","1 - Très faible"
"GAILLON-SUR-MONTCIENT","78261","78","YVELINES","1 - Très faible"
"GALLUIS","78262","78","YVELINES","1 - Très faible"
"GAMBAIS","78263","78","YVELINES","1 - Très faible"
"GAMBAISEUIL","78264","78","YVELINES","1 - Très faible"
"GARANCIERES","78265","78","YVELINES","1 - Très faible"
"GARGENVILLE","78267","78","YVELINES","1 - Très faible"
"GAZERAN","78269","78","YVELINES","1 - Très faible"
"GOMMECOURT","78276","78","YVELINES","1 - Très faible"
"GOUPILLIERES","78278","78","YVELINES","1 - Très faible"
"GOUSSONVILLE","78281","78","YVELINES","1 - Très faible"
"GRANDCHAMP","78283","78","YVELINES","1 - Très faible"
"GRESSEY","78285","78","YVELINES","1 - Très faible"
"GROSROUVRE","78289","78","YVELINES","1 - Très faible"
"GUERNES","78290","78","YVELINES","1 - Très faible"
"GUERVILLE","78291","78","YVELINES","1 - Très faible"
"GUITRANCOURT","78296","78","YVELINES","1 - Très faible"
"GUYANCOURT","78297","78","YVELINES","1 - Très faible"
"HARDRICOURT","78299","78","YVELINES","1 - Très faible"
"HARGEVILLE","78300","78","YVELINES","1 - Très faible"
"HERBEVILLE","78305","78","YVELINES","1 - Très faible"
"HERMERAY","78307","78","YVELINES","1 - Très faible"
"HOUDAN","78310","78","YVELINES","1 - Très faible"
"HOUILLES","78311","78","YVELINES","1 - Très faible"
"ISSOU","78314","78","YVELINES","1 - Très faible"
"JAMBVILLE","78317","78","YVELINES","1 - Très faible"
"JEUFOSSE","78320","78","YVELINES","1 - Très faible"
"JOUARS-PONTCHARTRAIN","78321","78","YVELINES","1 - Très faible"
"JOUY-EN-JOSAS","78322","78","YVELINES","1 - Très faible"
"JOUY-MAUVOISIN","78324","78","YVELINES","1 - Très faible"
"JUMEAUVILLE","78325","78","YVELINES","1 - Très faible"
"JUZIERS","78327","78","YVELINES","1 - Très faible"
"LA BOISSIERE-ECOLE","78077","78","YVELINES","1 - Très faible"
"LA CELLE-LES-BORDES","78125","78","YVELINES","1 - Très faible"
"LA CELLE-SAINT-CLOUD","78126","78","YVELINES","1 - Très faible"
"LA FALAISE","78230","78","YVELINES","1 - Très faible"
"LA HAUTEVILLE","78302","78","YVELINES","1 - Très faible"
"LA QUEUE-LES-YVELINES","78513","78","YVELINES","1 - Très faible"
"LA VERRIERE","78644","78","YVELINES","1 - Très faible"
"LA VILLENEUVE-EN-CHEVRIE","78668","78","YVELINES","1 - Très faible"
"LAINVILLE-EN-VEXIN","78329","78","YVELINES","1 - Très faible"
"LE CHESNAY","78158","78","YVELINES","1 - Très faible"
"LE MESNIL-LE-ROI","78396","78","YVELINES","1 - Très faible"
"LE MESNIL-SAINT-DENIS","78397","78","YVELINES","1 - Très faible"
"LE PECQ","78481","78","YVELINES","1 - Très faible"
"LE PERRAY-EN-YVELINES","78486","78","YVELINES","1 - Très faible"
"LE PORT-MARLY","78502","78","YVELINES","1 - Très faible"
"LE TARTRE-GAUDRAN","78606","78","YVELINES","1 - Très faible"
"LE TERTRE-SAINT-DENIS","78608","78","YVELINES","1 - Très faible"
"LE TREMBLAY-SUR-MAULDRE","78623","78","YVELINES","1 - Très faible"
"LE VESINET","78650","78","YVELINES","1 - Très faible"
"LES ALLUETS-LE-ROI","78010","78","YVELINES","1 - Très faible"
"LES BREVIAIRES","78108","78","YVELINES","1 - Très faible"
"LES CLAYES-SOUS-BOIS","78165","78","YVELINES","1 - Très faible"
"LES ESSARTS-LE-ROI","78220","78","YVELINES","1 - Très faible"
"LES LOGES-EN-JOSAS","78343","78","YVELINES","1 - Très faible"
"LES MESNULS","78398","78","YVELINES","1 - Très faible"
"LES MUREAUX","78440","78","YVELINES","1 - Très faible"
"L'ETANG-LA-VILLE","78224","78","YVELINES","1 - Très faible"
"LEVIS-SAINT-NOM","78334","78","YVELINES","1 - Très faible"
"LIMAY","78335","78","YVELINES","1 - Très faible"
"LIMETZ-VILLEZ","78337","78","YVELINES","1 - Très faible"
"LOMMOYE","78344","78","YVELINES","1 - Très faible"
"LONGNES","78346","78","YVELINES","1 - Très faible"
"LONGVILLIERS","78349","78","YVELINES","1 - Très faible"
"LOUVECIENNES","78350","78","YVELINES","1 - Très faible"
"MAGNANVILLE","78354","78","YVELINES","1 - Très faible"
"MAGNY-LES-HAMEAUX","78356","78","YVELINES","1 - Très faible"
"MAISONS-LAFFITTE","78358","78","YVELINES","1 - Très faible"
"MANTES-LA-JOLIE","78361","78","YVELINES","1 - Très faible"
"MANTES-LA-VILLE","78362","78","YVELINES","1 - Très faible"
"MARCQ","78364","78","YVELINES","1 - Très faible"
"MAREIL-LE-GUYON","78366","78","YVELINES","1 - Très faible"
"MAREIL-MARLY","78367","78","YVELINES","1 - Très faible"
"MAREIL-SUR-MAULDRE","78368","78","YVELINES","1 - Très faible"
"MARLY-LE-ROI","78372","78","YVELINES","1 - Très faible"
"MAULE","78380","78","YVELINES","1 - Très faible"
"MAULETTE","78381","78","YVELINES","1 - Très faible"
"MAURECOURT","78382","78","YVELINES","1 - Très faible"
"MAUREPAS","78383","78","YVELINES","1 - Très faible"
"MEDAN","78384","78","YVELINES","1 - Très faible"
"MENERVILLE","78385","78","YVELINES","1 - Très faible"
"MERE","78389","78","YVELINES","1 - Très faible"
"MERICOURT","78391","78","YVELINES","1 - Très faible"
"MEULAN","78401","78","YVELINES","1 - Très faible"
"MEZIERES-SUR-SEINE","78402","78","YVELINES","1 - Très faible"
"MEZY-SUR-SEINE","78403","78","YVELINES","1 - Très faible"
"MILLEMONT","78404","78","YVELINES","1 - Très faible"
"MILON-LA-CHAPELLE","78406","78","YVELINES","1 - Très faible"
"MITTAINVILLE","78407","78","YVELINES","1 - Très faible"
"MOISSON","78410","78","YVELINES","1 - Très faible"
"MONDREVILLE","78413","78","YVELINES","1 - Très faible"
"MONTAINVILLE","78415","78","YVELINES","1 - Très faible"
"MONTALET-LE-BOIS","78416","78","YVELINES","1 - Très faible"
"MONTCHAUVET","78417","78","YVELINES","1 - Très faible"
"MONTESSON","78418","78","YVELINES","1 - Très faible"
"MONTFORT-L'AMAURY","78420","78","YVELINES","1 - Très faible"
"MONTIGNY-LE-BRETONNEUX","78423","78","YVELINES","1 - Très faible"
"MORAINVILLIERS","78431","78","YVELINES","1 - Très faible"
"MOUSSEAUX-SUR-SEINE","78437","78","YVELINES","1 - Très faible"
"MULCENT","78439","78","YVELINES","1 - Très faible"
"NEAUPHLE-LE-CHATEAU","78442","78","YVELINES","1 - Très faible"
"NEAUPHLE-LE-VIEUX","78443","78","YVELINES","1 - Très faible"
"NEAUPHLETTE","78444","78","YVELINES","1 - Très faible"
"NEZEL","78451","78","YVELINES","1 - Très faible"
"NOISY-LE-ROI","78455","78","YVELINES","1 - Très faible"
"OINVILLE-SUR-MONTCIENT","78460","78","YVELINES","1 - Très faible"
"ORCEMONT","78464","78","YVELINES","1 - Très faible"
"ORGERUS","78465","78","YVELINES","1 - Très faible"
"ORGEVAL","78466","78","YVELINES","1 - Très faible"
"ORPHIN","78470","78","YVELINES","1 - Très faible"
"ORSONVILLE","78472","78","YVELINES","1 - Très faible"
"ORVILLIERS","78474","78","YVELINES","1 - Très faible"
"OSMOY","78475","78","YVELINES","1 - Très faible"
"PARAY-DOUAVILLE","78478","78","YVELINES","1 - Très faible"
"PERDREAUVILLE","78484","78","YVELINES","1 - Très faible"
"PLAISIR","78490","78","YVELINES","1 - Très faible"
"POIGNY-LA-FORET","78497","78","YVELINES","1 - Très faible"
"POISSY","78498","78","YVELINES","1 - Très faible"
"PONTHEVRARD","78499","78","YVELINES","1 - Très faible"
"PORCHEVILLE","78501","78","YVELINES","1 - Très faible"
"PORT-VILLEZ","78503","78","YVELINES","1 - Très faible"
"PRUNAY-EN-YVELINES","78506","78","YVELINES","1 - Très faible"
"PRUNAY-LE-TEMPLE","78505","78","YVELINES","1 - Très faible"
"RAIZEUX","78516","78","YVELINES","1 - Très faible"
"RAMBOUILLET","78517","78","YVELINES","1 - Très faible"
"RENNEMOULIN","78518","78","YVELINES","1 - Très faible"
"RICHEBOURG","78520","78","YVELINES","1 - Très faible"
"ROCHEFORT-EN-YVELINES","78522","78","YVELINES","1 - Très faible"
"ROCQUENCOURT","78524","78","YVELINES","1 - Très faible"
"ROLLEBOISE","78528","78","YVELINES","1 - Très faible"
"ROSAY","78530","78","YVELINES","1 - Très faible"
"ROSNY-SUR-SEINE","78531","78","YVELINES","1 - Très faible"
"SAILLY","78536","78","YVELINES","1 - Très faible"
"SAINT-ARNOULT-EN-YVELINES","78537","78","YVELINES","1 - Très faible"
"SAINT-CYR-L'ECOLE","78545","78","YVELINES","1 - Très faible"
"SAINTE-MESME","78569","78","YVELINES","1 - Très faible"
"SAINT-FORGET","78548","78","YVELINES","1 - Très faible"
"SAINT-GERMAIN-DE-LA-GRANGE","78550","78","YVELINES","1 - Très faible"
"SAINT-GERMAIN-EN-LAYE","78551","78","YVELINES","1 - Très faible"
"SAINT-HILARION","78557","78","YVELINES","1 - Très faible"
"SAINT-ILLIERS-LA-VILLE","78558","78","YVELINES","1 - Très faible"
"SAINT-ILLIERS-LE-BOIS","78559","78","YVELINES","1 - Très faible"
"SAINT-LAMBERT","78561","78","YVELINES","1 - Très faible"
"SAINT-LEGER-EN-YVELINES","78562","78","YVELINES","1 - Très faible"
"SAINT-MARTIN-DE-BRETHENCOURT","78564","78","YVELINES","1 - Très faible"
"SAINT-MARTIN-DES-CHAMPS","78565","78","YVELINES","1 - Très faible"
"SAINT-MARTIN-LA-GARENNE","78567","78","YVELINES","1 - Très faible"
"SAINT-NOM-LA-BRETECHE","78571","78","YVELINES","1 - Très faible"
"SAINT-REMY-LES-CHEVREUSE","78575","78","YVELINES","1 - Très faible"
"SAINT-REMY-L'HONORE","78576","78","YVELINES","1 - Très faible"
"SARTROUVILLE","78586","78","YVELINES","1 - Très faible"
"SAULX-MARCHAIS","78588","78","YVELINES","1 - Très faible"
"SENLISSE","78590","78","YVELINES","1 - Très faible"
"SEPTEUIL","78591","78","YVELINES","1 - Très faible"
"SOINDRES","78597","78","YVELINES","1 - Très faible"
"SONCHAMP","78601","78","YVELINES","1 - Très faible"
"TACOIGNIERES","78605","78","YVELINES","1 - Très faible"
"TESSANCOURT-SUR-AUBETTE","78609","78","YVELINES","1 - Très faible"
"THIVERVAL-GRIGNON","78615","78","YVELINES","1 - Très faible"
"THOIRY","78616","78","YVELINES","1 - Très faible"
"TILLY","78618","78","YVELINES","1 - Très faible"
"TOUSSUS-LE-NOBLE","78620","78","YVELINES","1 - Très faible"
"TRAPPES","78621","78","YVELINES","1 - Très faible"
"TRIEL-SUR-SEINE","78624","78","YVELINES","1 - Très faible"
"VAUX-SUR-SEINE","78638","78","YVELINES","1 - Très faible"
"VELIZY-VILLACOUBLAY","78640","78","YVELINES","1 - Très faible"
"VERNEUIL-SUR-SEINE","78642","78","YVELINES","1 - Très faible"
"VERNOUILLET","78643","78","YVELINES","1 - Très faible"
"VERSAILLES","78646","78","YVELINES","1 - Très faible"
"VERT","78647","78","YVELINES","1 - Très faible"
"VICQ","78653","78","YVELINES","1 - Très faible"
"VIEILLE-EGLISE-EN-YVELINES","78655","78","YVELINES","1 - Très faible"
"VILLENNES-SUR-SEINE","78672","78","YVELINES","1 - Très faible"
"VILLEPREUX","78674","78","YVELINES","1 - Très faible"
"VILLETTE","78677","78","YVELINES","1 - Très faible"
"VILLIERS-LE-MAHIEU","78681","78","YVELINES","1 - Très faible"
"VILLIERS-SAINT-FREDERIC","78683","78","YVELINES","1 - Très faible"
"VIROFLAY","78686","78","YVELINES","1 - Très faible"
"VOISINS-LE-BRETONNEUX","78688","78","YVELINES","1 - Très faible"
"ADILLY","79002","79","DEUX-SEVRES","3 - Modérée"
"AIFFRES","79003","79","DEUX-SEVRES","3 - Modérée"
"AIGONNAY","79004","79","DEUX-SEVRES","3 - Modérée"
"AIRVAULT","79005","79","DEUX-SEVRES","3 - Modérée"
"ALLONNE","79007","79","DEUX-SEVRES","3 - Modérée"
"AMAILLOUX","79008","79","DEUX-SEVRES","3 - Modérée"
"AMURE","79009","79","DEUX-SEVRES","3 - Modérée"
"ARCAIS","79010","79","DEUX-SEVRES","3 - Modérée"
"ARDILLEUX","79011","79","DEUX-SEVRES","3 - Modérée"
"ARDIN","79012","79","DEUX-SEVRES","3 - Modérée"
"ARGENTON-L'EGLISE","79014","79","DEUX-SEVRES","3 - Modérée"
"ARGENTON-LES-VALLEES","79013","79","DEUX-SEVRES","3 - Modérée"
"ASNIERES-EN-POITOU","79015","79","DEUX-SEVRES","3 - Modérée"
"ASSAIS-LES-JUMEAUX","79016","79","DEUX-SEVRES","3 - Modérée"
"AUBIGNE","79018","79","DEUX-SEVRES","3 - Modérée"
"AUBIGNY","79019","79","DEUX-SEVRES","3 - Modérée"
"AUGE","79020","79","DEUX-SEVRES","3 - Modérée"
"AVAILLES-THOUARSAIS","79022","79","DEUX-SEVRES","3 - Modérée"
"AVON","79023","79","DEUX-SEVRES","3 - Modérée"
"AZAY-LE-BRULE","79024","79","DEUX-SEVRES","3 - Modérée"
"AZAY-SUR-THOUET","79025","79","DEUX-SEVRES","3 - Modérée"
"BEAULIEU-SOUS-PARTHENAY","79029","79","DEUX-SEVRES","3 - Modérée"
"BEAUSSAIS","79030","79","DEUX-SEVRES","3 - Modérée"
"BEAUVOIR-SUR-NIORT","79031","79","DEUX-SEVRES","3 - Modérée"
"BECELEUF","79032","79","DEUX-SEVRES","3 - Modérée"
"BELLEVILLE","79033","79","DEUX-SEVRES","3 - Modérée"
"BESSINES","79034","79","DEUX-SEVRES","3 - Modérée"
"BOISME","79038","79","DEUX-SEVRES","3 - Modérée"
"BOISSEROLLES","79039","79","DEUX-SEVRES","3 - Modérée"
"BOUGON","79042","79","DEUX-SEVRES","3 - Modérée"
"BOUILLE-LORETZ","79043","79","DEUX-SEVRES","3 - Modérée"
"BOUILLE-SAINT-PAUL","79044","79","DEUX-SEVRES","3 - Modérée"
"BOUIN","79045","79","DEUX-SEVRES","3 - Modérée"
"BOUSSAIS","79047","79","DEUX-SEVRES","3 - Modérée"
"BRESSUIRE","79049","79","DEUX-SEVRES","3 - Modérée"
"BRETIGNOLLES","79050","79","DEUX-SEVRES","3 - Modérée"
"BRIE","79054","79","DEUX-SEVRES","3 - Modérée"
"BRIEUIL-SUR-CHIZE","79055","79","DEUX-SEVRES","3 - Modérée"
"BRION-PRES-THOUET","79056","79","DEUX-SEVRES","3 - Modérée"
"BRIOUX-SUR-BOUTONNE","79057","79","DEUX-SEVRES","3 - Modérée"
"BRULAIN","79058","79","DEUX-SEVRES","3 - Modérée"
"CAUNAY","79060","79","DEUX-SEVRES","3 - Modérée"
"CELLES-SUR-BELLE","79061","79","DEUX-SEVRES","3 - Modérée"
"CERIZAY","79062","79","DEUX-SEVRES","3 - Modérée"
"CERSAY","79063","79","DEUX-SEVRES","3 - Modérée"
"CHAIL","79064","79","DEUX-SEVRES","3 - Modérée"
"CHAMPDENIERS-SAINT-DENIS","79066","79","DEUX-SEVRES","3 - Modérée"
"CHANTECORPS","79068","79","DEUX-SEVRES","3 - Modérée"
"CHANTELOUP","79069","79","DEUX-SEVRES","3 - Modérée"
"CHATILLON-SUR-THOUET","79080","79","DEUX-SEVRES","3 - Modérée"
"CHAURAY","79081","79","DEUX-SEVRES","3 - Modérée"
"CHEF-BOUTONNE","79083","79","DEUX-SEVRES","3 - Modérée"
"CHENAY","79084","79","DEUX-SEVRES","3 - Modérée"
"CHERIGNE","79085","79","DEUX-SEVRES","3 - Modérée"
"CHERVEUX","79086","79","DEUX-SEVRES","3 - Modérée"
"CHEY","79087","79","DEUX-SEVRES","3 - Modérée"
"CHICHE","79088","79","DEUX-SEVRES","3 - Modérée"
"CHIZE","79090","79","DEUX-SEVRES","3 - Modérée"
"CIRIERES","79091","79","DEUX-SEVRES","3 - Modérée"
"CLAVE","79092","79","DEUX-SEVRES","3 - Modérée"
"CLESSE","79094","79","DEUX-SEVRES","3 - Modérée"
"CLUSSAIS-LA-POMMERAIE","79095","79","DEUX-SEVRES","3 - Modérée"
"COMBRAND","79096","79","DEUX-SEVRES","3 - Modérée"
"COULON","79100","79","DEUX-SEVRES","3 - Modérée"
"COULONGES-SUR-L'AUTIZE","79101","79","DEUX-SEVRES","3 - Modérée"
"COULONGES-THOUARSAIS","79102","79","DEUX-SEVRES","3 - Modérée"
"COURLAY","79103","79","DEUX-SEVRES","3 - Modérée"
"COURS","79104","79","DEUX-SEVRES","3 - Modérée"
"COUTIERES","79105","79","DEUX-SEVRES","3 - Modérée"
"COUTURE-D'ARGENSON","79106","79","DEUX-SEVRES","3 - Modérée"
"CREZIERES","79107","79","DEUX-SEVRES","3 - Modérée"
"DOUX","79108","79","DEUX-SEVRES","3 - Modérée"
"ECHIRE","79109","79","DEUX-SEVRES","3 - Modérée"
"ENSIGNE","79111","79","DEUX-SEVRES","3 - Modérée"
"EPANNES","79112","79","DEUX-SEVRES","3 - Modérée"
"ETUSSON","79113","79","DEUX-SEVRES","3 - Modérée"
"EXIREUIL","79114","79","DEUX-SEVRES","3 - Modérée"
"EXOUDUN","79115","79","DEUX-SEVRES","3 - Modérée"
"FAYE-L'ABBESSE","79116","79","DEUX-SEVRES","3 - Modérée"
"FAYE-SUR-ARDIN","79117","79","DEUX-SEVRES","3 - Modérée"
"FENERY","79118","79","DEUX-SEVRES","3 - Modérée"
"FENIOUX","79119","79","DEUX-SEVRES","3 - Modérée"
"FOMPERRON","79121","79","DEUX-SEVRES","3 - Modérée"
"FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES","79122","79","DEUX-SEVRES","3 - Modérée"
"FORS","79125","79","DEUX-SEVRES","3 - Modérée"
"FRANCOIS","79128","79","DEUX-SEVRES","3 - Modérée"
"FRESSINES","79129","79","DEUX-SEVRES","3 - Modérée"
"FRONTENAY-ROHAN-ROHAN","79130","79","DEUX-SEVRES","3 - Modérée"
"GEAY","79131","79","DEUX-SEVRES","3 - Modérée"
"GENNETON","79132","79","DEUX-SEVRES","3 - Modérée"
"GERMOND-ROUVRE","79133","79","DEUX-SEVRES","3 - Modérée"
"GLENAY","79134","79","DEUX-SEVRES","3 - Modérée"
